player_name,micro_position_group
Pierluigi Gollini,GK
Jordan Ferri,CM
Óscar de Marcos,FB
Jan Bednarek,CB
László Bénes,CM
Glen Kamara,CM
Mats Hummels,CB
Amadou Koné,CDM
Thomas Dähne,GK
Dennis Man,W
İlkay Gündoğan,CM
Juanpe,CB
Dani Cárdenas,GK
Tino Anjorin,CM
Milos Veljkovic,CB
Antoniu Roca,W
Oussama Targhalline,CDM
Ola Solbakken,W
Pablo Sarabia,CAM
Jhon Solís,CM
Benjamin Henrichs,FB
Pedro Chirivella,CDM
Luck Zogbé,FB
Christantus Uche,ST
Hiroki Sekine,FB
Stefan Ortega,GK
Emmanuel Gyasi,CM
Semuel Pizzignacco,GK
Luca Philipp,GK
Andreas Skov Olsen,W
Andreas Pereira,CM
Siebe Van der Heyden,CB
Mathieu Cafaro,W
Dário Essugo,CDM
Dara O'Shea,CB
John Patrick,CM
Timothée Pembélé,FB
Tomás Conechny,W
Steve Mandanda,GK
Jamie Gittens,W
Adama Traoré,W
Oleksandr Zinchenko,FB
Matus Bero,CM
Andy Diouf,CM
Keita Baldé,W
Rubén Peña,FB
Edson Álvarez,CDM
Bertuğ Yıldırım,ST
Amadou Haidara,CM
Iker Bravo,ST
Ederson,GK
Dejan Kulusevski,CAM
Tomas Suslov,CAM
Kirian Rodríguez,CAM
Aleksandar Sedlar,CB
Enzo Barrenechea,CDM
Álvaro Djaló,W
Rui Modesto,W
Anthony Losilla,CDM
Keito Nakamura,W
Enzo Tchato,FB
Stefan Lainer,FB
Dailon Livramento,ST
Nampalys Mendy,CDM
Rui Silva,GK
Youssouf Ndayishimiye,CB
Milan Badelj,CDM
Milan Djuric,ST
Nélson Semedo,FB
Ondrej Duda,CM
André Onana,GK
Zuriko Davitashvili,W
Moïse Bombito,CB
Dennis Appiah,FB
Kevin Vogt,CB
Botond Balogh,CB
Mohamed Abdelmonem,CB
Tomas Cvancara,ST
Victor Kristiansen,FB
Oliver Skipp,CDM
Moritz Broschinski,ST
Giovanni Leoni,CB
Darwin Núñez,ST
Morgan Guilavogui,W
Teddy Teuma,CM
Ørjan Nyland,GK
Edoardo Bove,CM
Hyun-seok Hong,CAM
Yorbe Vertessen,ST
Jordan Ayew,ST
Facundo Buonanotte,CAM
Darwin Machís,W
Oumar Diakité,ST
Kiliann Sildillia,FB
Tuta,CB
Florian Tardieu,CM
Joaquín Correa,ST
Matteo Darmian,FB
Jakub Kiwior,CB
Kiki Kouyaté,CB
Myron Boadu,ST
Adam Webster,CB
Emmanuel Emegha,ST
Timo Horn,GK
Karol Linetty,CM
Lautaro Giannetti,CB
Emmanuel Biumla,CB
Mamadou Diakhon,W
Dani Raba,ST
Carl Johansson,CB
Jack Clarke,W
Rabby Nzingoula,CDM
John Tolkin,FB
Nicolas Viola,CAM
Nicolas Höfler,CDM
Adam Hlozek,ST
Filip Stanković,GK
Michail Antonio,ST
Mahamadou Diawara,CM
Maroan Sannadi,ST
Lucas Vázquez,FB
Randy Nteka,CAM
Diego García,ST
Isco,CAM
Lukas Klostermann,CB
Mateo Retegui,ST
Iván Sánchez,W
Marko Arnautovic,ST
Antoine Joujou,W
Coba da Costa,W
Wahbi Khazri,W
Danilo D'Ambrosio,CB
André Gomes,CM
Portu,W
Lewis Holtby,CM
Frank Onyeka,CM
Flavius Daniliuc,CB
Sacha Boey,FB
Sorba Thomas,W
Kacper Urbański,CAM
Bojan Miovski,ST
James Bree,FB
Jannik Vestergaard,CB
Kevin Strootman,CM
Muhammed Cham,CAM
Ander Herrera,CM
Moussa Sissoko,CM
Rodri Sánchez,W
Danilo Pereira,CB
Kevin Paredes,CM
Juan Cabal,FB
Matija Nastasić,CB
Caleb Okoli,CB
Alexander Meyer,GK
Kamil Piątkowski,CB
Peter Federico,W
Neto Borges,FB
Thomas Foket,FB
Yasser Larouci,FB
Jason Steele,GK
Jérémy Le Douaron,ST
Álex Centelles,FB
Danley Jean Jacques,CDM
Stefan Mitrovic,CB
Raúl Torrente,CB
Bruno Langa,FB
Boubakary Soumaré,CDM
Ruan,CB
Kevin Vázquez,FB
Mikkel Desler,FB
Léo Baptistão,ST
Connor Roberts,FB
Nabil Alioui,CAM
Tahith Chong,CAM
Luis Hernández,CB
Florent Mollet,CAM
Matheus Henrique,CM
Dan-Axel Zagadou,CB
Dany Mota,ST
Matteo Lovato,CB
Bruno Méndez,CB
Munir El Haddadi,CAM
Hamza Rafia,CM
Óliver Torres,CM
Rubén Sobrino,ST
Kévin Keben,CB
Perr Schuurs,CB
Willy Boly,CB
Bilal Boutobba,W
Ben Godfrey,CB
Benoît Badiashile,CB
Demba Seck,W
Bartosz Bereszyński,FB
Pantelis Hatzidiakos,CB
Tim Ream,CB
Sokratis Papastathopoulos,CB
Uros Racic,CDM
Abdoul Kader Bamba,W
Nathan Patterson,FB
Christoph Klarer,CB
Mason Holgate,CB
Kévin N'Doram,CDM
Imanol García de Albéniz,FB
Álex Pozo,W
Ilario Monterisi,CB
Roger Martí,ST
Zeki Amdouni,ST
Yannik Keitel,CDM
Rafael Tolói,CB
Benoît Costil,GK
Harrison Reed,CM
Séamus Coleman,FB
Samu Aghehowa,ST
Wataru Endo,CDM
Reinier,CAM
George Baldock,FB
Mateusz Wieteska,CB
Ivo Grbic,GK
Wissam Ben Yedder,ST
Franco Cervi,W
Fabian Nürnberger,CM
Francesco Caputo,ST
Jaime Mata,ST
Ridgeciano Haps,FB
Federico Chiesa,W
Jonny Evans,CB
Wout Weghorst,ST
Solly March,W
Fabian Holland,FB
Teden Mengi,CB
Marco Silvestri,GK
Marcel Schuhen,GK
Carlos Dotor,CM
Étienne Capoue,CDM
Imrân Louza,CM
Florian Kainz,CAM
Luis Suárez,ST
Matt Turner,GK
Divock Origi,ST
Gabriel Paulista,CB
Arne Engels,CM
Harvey Elliott,CAM
Tom Lockyer,CB
Aleksandar Radovanovic,CB
Giovanni González,FB
Hannes Delcroix,CB
Aïssa Laïdouni,CM
Marco Reus,CAM
Yoann Salmier,CB
Luca Pfeiffer,ST
Stefan Savic,CB
Leart Paçarada,FB
Francesco Gelli,CAM
Elbasan Rashani,W
Ivan Cavaleiro,W
Alessandro Sorrentino,GK
Rasmus Carstensen,CM
Mohamed Camara,CDM
Cheick Doucouré,CDM
Jonathan Viera,CAM
Ben Brereton Díaz,ST
Adrià Altimira,FB
Manuel Gulde,CB
Lucas Robertone,CM
Faride Alidou,W
Lucas Perrin,CB
Alexis Blin,CDM
Johan Gastien,CDM
Damián Suárez,FB
Kaio Jorge,ST
Ameen Al-Dakhil,CB
Samuel Moutoussamy,CM
Youssouf Sabaly,FB
Iker Muniain,W
Alexandre Oukidja,GK
Carlos Vicente,W
James Trafford,GK
Davide Faraoni,FB
Matthias Bader,FB
Ihlas Bebou,ST
Marvin Mehlem,CAM
Ibrahim Salah,W
Chukwubuikem Ikwuemesi,ST
Benjamin Mendy,FB
Silvan Hefti,FB
Steve Mounié,ST
Ronaël Pierre-Gabriel,FB
Giulio Maggiore,CM
Eric-Maxim Choupo-Moting,ST
Raheem Sterling,W
Junior Sambia,FB
Rick Karsdorp,FB
Norbert Gyömbér,CB
Lukas Daschner,CAM
Youssoufa Moukoko,ST
Jeffrey Schlupp,CM
Saman Ghoddos,CAM
Milan Škriniar,CB
Oliver Norwood,CM
Manuel Riemann,GK
Papa Amadou Diallo,W
Dominique Heintz,CB
Kurt Zouma,CB
Yussuf Poulsen,ST
Jaime Báez,W
Viktor Kovalenko,CM
Shamar Nicholson,ST
Vitinho,FB
Sven Ulreich,GK
Emil Bohinen,CDM
M'Baye Niang,ST
Joel Ward,FB
Marco Pellegrino,CB
Henrique Silva,FB
Lebo Mothiba,ST
Koen Casteels,GK
Chumi,CB
Roland Sallai,FB
Facundo Pellistri,W
Chris Ramos,ST
Terem Moffi,ST
Stijn Spierings,CM
Andros Townsend,W
Dion Beljo,ST
Jesús Navas,CM
Marvin Cuni,ST
Nabil Fekir,CAM
Cheick Oumar Konaté,FB
Takehiro Tomiyasu,CB
Mykhaylo Mudryk,W
Vaclav Cerny,W
Reda Khadra,CAM
Jacob Brown,ST
Felipe Anderson,W
Umut Tohumcu,CM
Sergio Arribas,CAM
Jordi Martín,FB
Wes Foderingham,GK
Federico Fazio,CB
Sergio Akieme,FB
Mika Mármol,CB
Benno Schmitz,FB
Filip Kostić,CM
Claudio Bravo,GK
Sory Kaba,ST
Jordan Beyer,CB
Christopher Jullien,CB
Thomas Kaminski,GK
Christoph Zimmermann,CB
Etrit Berisha,GK
Max Aarons,FB
Joseph Okumu,CB
Pelly Ruddock Mpanzu,CDM
Gonzalo Montiel,FB
Elseid Hysaj,FB
Niccolò Pierozzi,FB
Choco Lozano,ST
Philipp Max,FB
Julien Ponceau,CAM
Tim Breithaupt,CDM
Martin Erlić,CB
Raúl de Tomás,ST
Julian Justvan,CAM
Marvelous Nakamba,CDM
Gianluca Lapadula,ST
Bruno Amione,CB
Marco Sportiello,GK
Ivan Rakitic,CM
Javier Manquillo,FB
Carlton Morris,ST
Rubén Alcaraz,CM
Kevin Kampl,CM
Rui Patrício,GK
Yellu Santiago,CM
Aaron Ramsey,CAM
Edgar González,CB
Oscar Vilhelmsson,ST
Victor Osimhen,ST
Gustavo Hamer,CM
Rafael Borré,ST
Walace,CDM
Jay Rodríguez,ST
Sandro Ramírez,ST
Gonzalo Melero,CM
Grejohn Kyei,ST
Thomas Isherwood,CB
Neto,GK
Andrea Petagna,ST
Mateusz Legowski,CDM
Khalil Fayad,CM
Leandro Barreiro,CM
Aridane Hernández,CB
Grégoire Defrel,ST
Renan Lodi,FB
Philip Billing,CM
Alessandro Florenzi,FB
Harry Toffolo,FB
Elijah Adebayo,ST
Jakub Jankto,CM
Lucas Mincarelli,FB
Suso,CAM
Carlos Protesoni,CDM
Kevin Van Den Kerkhof,FB
Rogério,FB
Alberto Cerri,ST
Toni Kroos,CM
Angelo Ogbonna,CB
Roberto Pereyra,CM
Raphaël Varane,CB
José Callejón,W
Silas,W
Sergi Canós,W
Rémi Oudin,CAM
Alfie Doughty,CM
Andrea Consigli,GK
Asier Villalibre,ST
Ivan Toney,ST
Willian,W
Fali,CB
José Luis Morales,ST
Unai García,CB
Joseph Nduquidi,CM
David Datro Fofana,ST
Habib Keïta,CM
Carlos Neva,FB
Antonio Candreva,CM
Joseba Zaldua,FB
Luca de la Torre,CM
Myrto Uzuni,W
Ismaël Traoré,CB
Tommy Doyle,CM
Samuel Grandsir,W
Martin Hongla,CDM
Chris Mepham,CB
Robin Knoche,CB
Iza Carcelén,FB
João Ferreira,FB
Nahitan Nández,CM
Germán Pezzella,CB
Kevin Behrens,ST
Jack Robinson,CB
Aleksey Miranchuk,CAM
Sergio Ramos,CB
Andreas Christensen,CB
Leonardo Pavoletti,ST
Alaa Bellaarouch,GK
Oliver Arblaster,CM
Tim Drexler,CB
Valentín Carboni,CAM
Samu Castillejo,W
Giacomo Bonaventura,CAM
Maxi Gómez,ST
Memphis Depay,ST
Jordan Lotomba,FB
Pascal Stenzel,FB
Óscar Melendo,CAM
Tyronne Ebuehi,FB
Houssem Aouar,CAM
Youssef En-Nesyri,ST
Giangiacomo Magnani,CB
Paulo Azzi,CM
Jovane Cabral,W
Formose Mendy,CB
Dion Lopy,CDM
Gédéon Kalulu,FB
Charlie Taylor,FB
David Da Costa,CAM
Pietro Pellegri,ST
Mohamed Daramy,W
Mehdi Zeffane,FB
Luis Alberto,CAM
Ben Mee,CB
Gabriel Osho,CB
José Manuel Arnáiz,W
Boris Radunović,GK
Moussa Diaby,W
Falaye Sacko,FB
Florent Ogier,CB
Mohamed Simakan,CB
Mário Rui,FB
Moïse Sahi Dion,ST
Simy,ST
Joel Matip,CB
Simone Bastoni,CM
Maxime Gonalons,CDM
Kevin Sessa,CM
Matej Maglica,CB
Óscar Trejo,CAM
Rade Krunic,CDM
Christophe Hérelle,CB
Thomas Delaine,FB
Klaus Gjasula,CDM
Max Lowe,FB
Kieran Tierney,FB
Julien Le Cardinal,CB
Ablie Jallow,CM
Jailson,CDM
Luís Maximiano,GK
Pavao Pervan,GK
David García,CB
Sergio Ruiz,CM
Iago,FB
Zanka,CB
Jiri Pavlenka,GK
Marcos Acuña,FB
Nicola Sansone,W
Riccardo Marchizza,FB
Jonas Martin,CDM
Téji Savanier,CAM
Antonio Puertas,W
Adam Lallana,CAM
Aitor Fernández,GK
Steffen Tigges,ST
Iván Villar,GK
Guillermo Ochoa,GK
Lorenzo Pirola,CB
Arkadiusz Milik,ST
Joselu,ST
Karim Onisiwo,ST
Maximiliano Caufriez,CB
Bartol Franjic,FB
Michele Cerofolini,GK
Maximilian Wöber,CB
Gastón Álvarez,CB
Kevin Volland,CAM
Simon Kjær,CB
Taiwo Awoniyi,ST
Isaac Success,ST
Issa Kaboré,FB
Reece Burke,CB
Jannik Müller,CB
Faris Moumbagna,ST
Josh Brownhill,CM
Serge Aurier,FB
Benjamin Bourigeaud,CM
Noah Weißhaupt,W
Jérôme Roussillon,FB
Alan Virginius,CM
Josip Brekalo,W
Nehuén Pérez,CB
Luiz Henrique,W
Pietro Terracciano,GK
Gonzalo Escalante,CM
Julián Araujo,FB
Thiago Silva,CB
Alex Sandro,FB
Chiedozie Ogbene,W
Lucas Ocampos,W
Simone Romagnoli,CB
Jaume Costa,FB
Lucas Martínez Quarta,CB
Rubén Duarte,CB
Mattia Viti,CB
Andy Pelmard,CB
Patric Pfeiffer,CB
Mattia Bani,CB
Mohamed Bayo,ST
Vincent Le Goff,FB
Nikola Dovedan,ST
Andre Brooks,CM
Joel Asoro,W
Predrag Rajković,GK
Samuel Iling-Junior,CM
Mihailo Ristic,FB
Álex Suárez,CB
Luis Sinisterra,W
Antonín Barák,CAM
Yohann Magnin,CDM
Abdón Prats,ST
Ismail Jakobs,FB
Hugo Guillamón,CDM
Christopher Antwi-Adjei,W
James McAtee,CAM
Miguel Rubio,CB
Kaiky,CB
Ângelo,W
Dani García,CDM
Álex Fernández,CM
Kévin Gameiro,ST
Nemanja Maksimovic,CM
César Gelabert,CAM
Miguel Almirón,W
Mads Pedersen,FB
Marc Cardona,ST
Ryan Giles,FB
Joan González,CM
Anthony Oyono,FB
Kamil Jóźwiak,W
Ignasi Miquel,CB
Miguel Crespo,CM
Aaron Seydel,ST
Niklas Schmidt,CM
Simon Elisor,ST
Anel Ahmedhodzic,CB
Dejan Lovren,CB
Iddrisu Baba,CM
Gian Marco Ferrari,CB
Nedim Bajrami,CAM
Willian José,ST
Cristian Gamboa,FB
Darko Lazović,CM
Sardar Azmoun,ST
Davie Selke,ST
Rominigue Kouamé,CM
Sven Michel,W
Dejan Ljubicic,CDM
Josep Martínez,GK
Ricard Sánchez,FB
Auston Trusty,CB
Emir Karic,FB
Jorge Meré,CB
Gaëtan Laborde,ST
Gerzino Nyamsi,CB
Felix Uduokhai,CB
Amari'i Bell,CB
Alfred Duncan,CM
Christian Groß,CDM
César Montes,CB
Gonçalo Paciência,ST
Didier Lamkel Zé,W
Jean Onana,CDM
Sargis Adamyan,ST
John Brooks,CB
Szymon Żurkowski,CM
Marco Richter,CAM
Conan Ledesma,GK
Niels Nkounkou,FB
Tiemoué Bakayoko,CDM
Kevin Mbabu,FB
Festy Ebosele,FB
Matías Viña,FB
Daiki Hashioka,FB
Arthur Desmas,GK
Rémy Descamps,GK
Iván Alejo,W
Ayman Kari,CM
David Alaba,CB
Yusuf Yazıcı,CAM
Daniel Boloca,CDM
Jordan Clark,CM
Emil Krafth,FB
Jóhann Berg Gudmundsson,W
Luca Kilian,CB
Jakub Moder,CM
Julien Laporte,CB
Agustín Martegani,CAM
Jamaal Lascelles,CB
Ianis Hagi,CAM
Sergio Reguilón,FB
Nacho Fernández,CB
Koffi Djidji,CB
Arsen Zakharyan,CAM
Ben Osborn,CM
Tobias Kempe,CM
William Carvalho,CDM
Tiago Djaló,CB
Édgar Badía,GK
Santiago Ascacíbar,CDM
Halid Sabanovic,FB
Hakim Ziyech,W
Yannick Carrasco,W
Ryan Fredericks,FB
Roberto Soriano,CAM
Jesse Lingard,CAM
Joaquín Sosa,CB
Federico Di Francesco,W
Birger Meling,FB
Álex Collado,CAM
Monchu,CM
Edin Dzeko,ST
Lucas Pérez,ST
Petar Stojanović,CM
Joe Rothwell,CM
Erik Palmer-Brown,CB
Vlad Chiricheș,CDM
Paul Jaeckel,CB
Karim Rekik,CB
Presnel Kimpembe,CB
Paul Seguin,CM
Tonny Vilhena,CM
Martin Braithwaite,ST
Gavin Bazunu,GK
Théo Bongonda,W
Miguel Veloso,CDM
Przemysław Wiśniewski,CB
Anthony Martial,ST
Noah Fadiga,FB
Lyanco,CB
Lionel Messi,W
Samir Handanovic,GK
Patrick Bamford,ST
Gonzalo Verdú,CB
Jean-Paul Boëtius,CAM
Edouard Mendy,GK
Benjamin Leroy,GK
Houboulang Mendes,FB
Riccardo Saponara,CAM
Sam Lammers,ST
Paul Joly,FB
Iñigo Eguaras,CDM
Marvin Plattenhardt,FB
Oumar Gonzalez,CB
Gonzalo Plata,W
Álvaro Negredo,ST
Assan Ceesay,ST
Salvatore Esposito,CDM
Mohamed Elyounoussi,ST
Enzo Roco,CB
Sanjin Prcic,CM
Pontus Jansson,CB
Kerem Demirbay,CM
Kieffer Moore,ST
Alex McCarthy,GK
Hugo Lloris,GK
Miha Blazic,CB
Sébastien Haller,ST
Ralf Fährmann,GK
Anthony Modeste,ST
Philippe Coutinho,CAM
Philipp Förster,CAM
Jean-Eudes Aholou,CDM
Danny Latza,CM
Arthur Cabral,ST
Fabian Bredlow,GK
Manu Trigueros,CM
Asier Illarramendi,CDM
Alexander Hack,CB
Cristian Buonaiuto,W
Timo Baumgartl,CB
Youssouf Koné,FB
Loïs Diony,ST
Dimitri Payet,CAM
Marlon,CB
Radamel Falcao,ST
Rafael Ratão,ST
Léo Jardim,GK
Xeka,CM
Carlos Gruezo,CDM
Allan Saint-Maximin,W
Thomas Mangani,CM
Rémy Riou,GK
Juan Carlos,GK
Georginio Wijnaldum,CM
Albin Ekdal,CDM
Ismaël Diallo,FB
Karim Benzema,ST
Emil Konradsen Ceide,W
Fernando,CDM
Frank Tsadjout,ST
Rodrigo Ely,CB
Sada Thioub,W
Daniel-Kofi Kyereh,CAM
Samuel Umtiti,CB
Arkadiusz Reca,CM
Saîf-Eddine Khaoui,CAM
Marcus Ingvartsen,ST
Adil Rami,CB
Aleksandar Mitrović,ST
Ronaldo Vieira,CM
Makoto Hasebe,CB
Andrei Girotto,CB
Mattia Destro,ST
Cyrille Bayala,W
Maya Yoshida,CB
Jackson Porozo,CB
Demarai Gray,W
Florian Flick,CDM
Adama Soumaoro,CB
Kenan Karaman,W
Hugo Mallo,FB
Dimitrios Nikolaou,CB
Tetê,W
Cristiano Ronaldo,ST
Fabrizio Angileri,FB
Cédric Avinel,CB
Simon Zoller,ST
Mattia De Sciglio,FB
Fred,CM
Sergej Milinković-Savić,CM
Filippo Ranocchia,CM
Ibrahima Koné,ST
João Moutinho,CM
Franck Kessié,CM
Sergio Canales,CAM
Brian Ocampo,W
Ibrahima Niane,ST
Momo Mbaye,CB
Kevin Spadanuda,W
Kelechi Iheanacho,ST
Daniel Ciofani,ST
Sebastian Rode,CM
Sergio Busquets,CDM
Jordi Masip,GK
Jonjo Shelvey,CM
Souleyman Doumbia,FB
Rony Lopes,W
Omar Colley,CB
Islam Slimani,ST
Youcef Belaïli,W
Fernando Pacheco,GK
Mickaël Alphonse,FB
Check Keita,CB
Ezequiel Ponce,ST
Hamza Sakhi,CAM
Fernando Martínez,GK
Luis Muriel,ST
Lisandro Magallán,CB
Sergio Asenjo,GK
Emanuel Aiwu,CB
Mitchell van Bergen,W
Riyad Mahrez,W
Steve Cook,CB
Aleix Vidal,W
Komnen Andric,ST
Musa Barrow,W
Thiago Alcántara,CM
Nicolas Haas,CM
Léo Leroy,CM
Riad Nouri,W
Harry Souttar,CB
Nicola Murru,FB
Kike Barja,W
Daniel Iversen,GK
Renato Sanches,CM
Keylor Navas,GK
Samuele Perisan,GK
Patson Daka,ST
Luka Milivojevic,CDM
Kaan Ayhan,CDM
Gauthier Gallon,GK
Jérémie Bela,W
Iván Fresneda,FB
Marcel Halstenberg,FB
Diego Costa,ST
Jessic Ngankam,ST
El Bilal Touré,W
Jonjoe Kenny,FB
Alexis Flips,CAM
Christoph Kramer,CDM
Liam Henderson,CM
Kasper Schmeichel,GK
Valère Germain,ST
Nuno da Costa,ST
Bevic Moussiti-Oko,ST
Wilfried Kanga,ST
Andreaw Gravillon,CB
Jordi Osei-Tutu,FB
Xavier Chavalerin,CM
Fede San Emeterio,CM
Mergim Berisha,ST
Carlos Clerc,FB
Kristoffer Askildsen,CM
Lázaro,ST
Koray Günter,CB
Mohamed Youssouf,FB
Michele Castagnetti,CDM
Moussa Djenepo,W
Genki Haraguchi,CAM
Daniel Podence,W
Daniele Verde,W
Sergi Guardiola,ST
Rodrigo Zalazar,CAM
Maxime Le Marchand,CB
Paolo Ghiglione,FB
Simon Terodde,ST
Saidy Janko,FB
Alex Telles,FB
Lars Stindl,CAM
Mady Camara,CM
Tanguy Zoukrou,CB
Pablo Galdames,CM
Tom Davies,CM
Roger Ibañez,CB
Felix Afena-Gyan,W
Niko Gießelmann,FB
Carlos Vinícius,ST
Edinson Cavani,ST
Karl Toko Ekambi,ST
Mathieu Coutadeur,CM
Aymen Barkok,CAM
Marcin Kamiński,CB
Filip Djuricic,CAM
Rob Holding,CB
Youssouf M'Changama,CM
Dimitri Liénard,CM
Cheikhou Kouyaté,CDM
Gary Medel,CDM
Emmanuel Dennis,ST
Dennis Praet,CM
Brian Oliván,FB
Leonardo Bonucci,CB
Adam Ounas,W
Manolo Gabbiadini,ST
Amine Salama,ST
Adolfo Gaich,ST
Gerard Deulofeu,ST
Hirving Lozano,W
Rafał Gikiewicz,GK
Alex Ferrari,CB
Mattia Caldara,CB
João Victor,CB
Alexander Djiku,CB
Sebastian Rudy,CDM
Matt Targett,FB
Tobias Sippel,GK
Sebastian Polter,ST
Maxime Busi,FB
Paul Bernardoni,GK
Cyriel Dessers,ST
Soualiho Meïté,CDM
Enes Ünal,ST
Çağlar Söyüncü,CB
Álvaro Aguado,CM
Simone Verdi,CAM
Cédric Hountondji,CB
Erik Lamela,W
Federico Ceccherini,CB
Neeskens Kebano,W
Henning Matriciani,CB
Nico Melamed,W
Mark Travers,GK
Dylan Bronn,CB
Valerio Verre,CAM
Clément Vidal,CB
Dennis Hadzikadunic,CB
Yoann Cathline,W
Pepe Reina,GK
Mamadou Sakho,CB
Gabri Veiga,CAM
Shandon Baptiste,CM
Dominick Drexler,CAM
Tolga Cigerci,CDM
Bernardo Espinosa,CB
Nicola Ravaglia,GK
Fabio Depaoli,FB
Shon Weissman,ST
Stuart Armstrong,CM
Papu Gómez,W
Kevin Bonifazi,CB
Nemanja Radonjic,W
Faitout Maouassa,FB
Filip Uremovic,CB
Oliver Abildgaard,CDM
Jeff Reine-Adélaïde,CAM
Arnau Puigmal,CM
Rodrigo,ST
Jeison Murillo,CB
Mehdi Bourabia,CM
Roberto Firmino,ST
Luke Ayling,FB
Mehmet Aydın,FB
Krzysztof Piatek,ST
Akim Zedadka,FB
Stéphane Diarra,W
Ángel Di María,W
Álvaro Fernández,GK
Tolgay Arslan,CAM
Eliot Matazo,CM
Aleksa Terzic,FB
Pepín Machín,CAM
Jere Uronen,FB
Nikola Soldo,CB
Sadio Mané,W
Marco Benassi,CM
Flavien Tait,CM
Oliver Christensen,GK
Aïman Maurer,CAM
Théo Sainte-Luce,FB
Kevin Lasagna,ST
Lautaro Blanco,FB
Roque Mesa,CM
Quentin Bernard,FB
Valery Fernández,W
Raúl Guti,CM
François-Joseph Sollacaro,GK
Papa Ndiaga Yade,W
Danny Ward,GK
Denis Genreau,CAM
Borja García,CAM
Romain Hamouma,ST
Emil Forsberg,W
Brecht Dejaegere,CM
Christopher Lenz,FB
David Silva,CAM
Yan Valery,FB
Thomas Ouwejan,CB
Filippo Bandinelli,CM
Adrien Hunou,ST
Julian Jeanvier,CB
Haris Seferovic,ST
Justin Kalumba,W
Sergio Escudero,FB
Lorenzo Venuti,FB
Alexis Beka Beka,CDM
Marcos Antônio,CM
Bonke Innocent,CDM
Samuel Edozie,W
Luca Zanimacchia,W
Thierno Baldé,FB
Marcelo Brozović,CDM
Liam Cooper,CB
Jaouen Hadjam,FB
Rodrigo Becão,CB
Andrés Guardado,CM
Jonas Hector,FB
Robert Gumny,FB
Clément Grenier,CM
Achraf Dari,CB
Nicolás Fernández Mercau,ST
Dyego Sousa,ST
Felipe,CB
Toni Villa,W
Danny Ings,ST
Ángel Algobia,CDM
Tobias Mohr,CM
Kingsley Schindler,W
Danilo Soares,FB
Jordi Alba,FB
Alessandro Tuia,CB
Marko Pjaca,W
Farid El Melali,W
Jawad El Yamiq,CB
Billal Brahimi,W
Renaud Ripart,W
Jimmy Cabot,CM
Kalidou Koulibaly,CB
José Fonte,CB
Theo Walcott,W
Abdu Conté,FB
Vito Mannone,GK
Florian Niederlechner,ST
Illan Meslier,GK
Eduard Sobol,FB
Yayah Kallon,W
Óscar Gil,FB
Thomas Henry,ST
Ivan Perišić,W
Tyrell Malacia,FB
Ilija Nestorovski,ST
Moussa Dembélé,ST
Konstantinos Stafylidis,FB
Fidel,W
Michaël Barreto,CAM
Amath Ndiaye,W
Luiz Felipe,CB
Giacomo Quagliata,FB
Thiago Mendes,CDM
Bartłomiej Drągowski,GK
Birama Touré,CDM
Iké Ugbo,ST
Vasilios Lampropoulos,CB
Agustín Marchesín,GK
Yassine Bounou,GK
Ibrahima Diallo,CDM
Josh Dasilva,CM
Fernand Mayembo,CB
Helibelton Palacios,FB
Brandon Soppy,CM
Mathias Autret,CAM
Abdelhamid Sabiri,CAM
Cédric Brunner,FB
Michael Frey,ST
Luigi Sepe,GK
Neymar,CAM
David Okereke,ST
Merih Demiral,CB
César de la Hoz,CDM
Diego Moreno,FB
Diego González,CB
Leonardo Sernicola,FB
Bram Nuytinck,CB
Davinson Sánchez,CB
Cengiz Ünder,W
Sergio León,ST
Tomas Koubek,GK
Gianluca Caprari,ST
Ivan Šunjić,CDM
Fabinho,CDM
Joe Worrall,CB
Christian Gytkjaer,ST
Mounaïm El Idrissy,ST
Munas Dabbur,ST
Wilfried Zaha,W
Josuha Guilavogui,CDM
Youcef Atal,FB
Francisco Portillo,W
Rúben Neves,CDM
Fabio Quagliarella,ST
Lewis O'Brien,CM
Daniel Amartey,CB
Julian Baumgartlinger,CDM
Jerdy Schouten,CDM
N'Golo Kanté,CDM
Patrick Pentz,GK
Chris Smalling,CB
Erik Botheim,ST
Maximilian Philipp,ST
Colin Dagba,FB
Ciprian Tatarusanu,GK
Srdjan Babic,CB
Joaquín Fernández,CB
Arbër Zeneli,W
Paulo Otávio,FB
Morten Hjulmand,CDM
Michaël Cuisance,CM
Ivan Radovanovic,CDM
Víctor Ruiz,CB
Marco Verratti,CM
Sébastien Corchia,FB
Óscar Plano,W
Andreas Bruus,FB
Luka Lochoshvili,CB
Mateusz Lis,GK
Carlos Fernández,ST
Tomás Rincón,CDM
Stevan Jovetić,ST
Stefano Sensi,CM
Rodrigo Battaglia,CDM
Alexandre Coeff,CB
Kevin Agudelo,CAM
Pedro Obiang,CM
Lucas Olaza,FB
Almamy Touré,CB
Franck Ribéry,W
Matej Vydra,ST
Ghislain Konan,FB
Arial Mendy,FB
Mikel Balenziaga,FB
Jodel Dossou,W
Louis Mafouta,ST
Zlatan Ibrahimović,ST
Andi Zeqiri,ST
Roberto Torres,CAM
Oier Sanjurjo,CDM
Ashley Barnes,ST
Cristian Tello,W
Daniel Bessa,CM
Japhet Tanganga,CB
Alex Oxlade-Chamberlain,CM
Paul Lasne,CDM
